model,beta_log_gdp,std_error,ci95_low,ci95_high,p_value,r_squared,adjusted_r_squared,aic,bic,n_obs,covariance
Pooled regional log-log benchmark,0.6242084653252494,0.019798128556020426,0.5851314866574561,0.6632854439930428,1.271282758490182e-73,0.9071411621688379,0.9066044058807965,56.54577924933653,62.87535119718356,175,"HAC-panel, 2 lags"
