scope,n_total_changes,n_gdp_expansions,n_absolute_decoupling,n_relative_decoupling,n_coupled_expansion,n_any_decoupling,share_gdp_expansion_of_all_changes,share_absolute_of_expansions,share_relative_of_expansions,share_coupled_of_expansions,share_any_decoupling_of_expansions,mean_gdp_change_pct_during_expansions,median_gdp_change_pct_during_expansions,mean_co2_change_pct_during_expansions,median_co2_change_pct_during_expansions,population_weighted_share_absolute,population_weighted_share_relative,population_weighted_share_coupled,population_weighted_share_any_decoupling
All economies,6528,4771,1808,1211,1752,3019,0.7308517156862745,0.37895619367009015,0.25382519387968977,0.3672186124502201,0.63278138754978,4.165395043476677,3.19545170389961,12.204910184179205,1.5557096210357502,0.2540373493183508,0.4529588363260988,0.2930038143555504,0.7069961856444497
