region,year_to,gdp_pc_region,co2_pc_region,population_region,log_gdp_region,log_co2_region,year_from,d_log_gdp,d_log_co2,year_gap,gdp_change_pct,co2_change_pct,decoupling_classification,gdp_expansion,region_display
Europe_NorthAmerica,2021,39322.84053056898,9.753989690157807,1106726544.0,10.579560813019292,2.2776764003012255,2020,0.0616137631436704,0.06304028961707742,1.0,6.355148260690746,6.506974961925094,Coupled expansion,True,Europe & North America
Europe_NorthAmerica,2022,40460.832870672566,9.630275260123849,1107082042.0,10.608089695548735,2.26491180900733,2021,0.028528882529442967,-0.0127645912938954,1.0,2.8939728787368724,-1.2683469427776095,Absolute decoupling,True,Europe & North America
Europe_NorthAmerica,2023,41078.1441592823,9.23014992961067,1109871354.0,10.623231486763066,2.2224752921109663,2022,0.015141791214331235,-0.04243651689636385,1.0,1.5257008934613125,-4.1548690946558775,Absolute decoupling,True,Europe & North America
Europe_NorthAmerica,2024,41680.12332734877,9.19543849821514,1116232206.0,10.63777963533239,2.2187075456864913,2023,0.014548148569323516,-0.0037677464244749714,1.0,1.4654487937240335,-0.3760657373958365,Absolute decoupling,True,Europe & North America
Global_South,1991,2792.401065623885,1.7504862378493726,2081380031.0,7.934657101711947,0.559893599541846,1990,0.0008526493570126803,0.00410582012209515,1.0,0.08530129658119723,0.4114260549204385,Coupled expansion,True,Global South
Global_South,1992,2814.729954933519,1.7440106243328863,2130050728.0,7.942621605220284,0.5561874174022265,1991,0.007964503508336662,-0.003706182139619485,1.0,0.7996304536807219,-0.3699322723292098,Absolute decoupling,True,Global South
Global_South,1993,2848.06718297982,1.7421596013837746,2176408348.0,7.954395861783069,0.5551254938567817,1992,0.01177425656278519,-0.001061923545444876,1.0,1.1843845974591094,-0.10613599041690014,Absolute decoupling,True,Global South
Global_South,1994,2885.5596054081266,1.7778066484212252,2222265061.0,7.967474130811047,0.5753803845086379,1993,0.013078269027977818,0.02025489065185626,1.0,1.3164163630817072,2.0461412955010916,Coupled expansion,True,Global South
Global_South,1995,2905.6664980879877,1.7999319355636505,2268814792.0,7.974418074326253,0.587748850611418,1994,0.006943943515206108,0.012368466102780085,1.0,0.6968108592239064,1.2445271909672373,Coupled expansion,True,Global South
Global_South,1996,2985.647218044005,1.8451785977749005,2316106151.0,8.00157182578922,0.6125760737695853,1995,0.027153751462967612,0.024827223158167322,1.0,2.752577421002944,2.5137985118909967,Relative decoupling,True,Global South
Global_South,1997,3065.7965999033595,1.884306424479572,2363513780.0,8.028062716690803,0.6335598086185892,1996,0.02649089090158263,0.020983734849003843,1.0,2.6844893587885332,2.120544144174219,Relative decoupling,True,Global South
Global_South,1998,3051.985162489093,1.8779678141963336,2411657040.0,8.02354753082277,0.6301902422985977,1997,-0.0045151858680334556,-0.003369566319991524,1.0,-0.45050077407963185,-0.3363895702361175,"Economic contraction, emissions falling",False,Global South
Global_South,1999,3036.3394522623903,1.8664370529211805,2459985132.0,8.018407941310938,0.6240312941433143,1998,-0.005139589511831133,-0.006158948155283395,1.0,-0.512640441998069,-0.6140020711743466,"Economic contraction, emissions falling",False,Global South
Global_South,2000,3094.65868966312,1.884948241074301,2528870977.0,8.037432901061258,0.633900362206967,1999,0.019024959750320036,0.00986906806365273,1.0,1.9207087454360394,0.991792791733781,Relative decoupling,True,Global South
Global_South,2001,3082.676952972022,1.89538429125532,2578078505.0,8.03355363905899,0.6394216101939934,2000,-0.003879262002268291,0.0055212479870263564,1.0,-0.38717473856232365,0.553651816724221,"Economic contraction, emissions rising",False,Global South
Global_South,2002,3105.2063063177575,1.907691456271185,2627787572.0,8.040835435418861,0.6458938493998407,2001,0.007281796359871251,0.0064722392058473854,1.0,0.7308373108644739,0.6493229406113743,Relative decoupling,True,Global South
Global_South,2003,3166.4060894616064,1.9524781299451208,2677657547.0,8.060352497996277,0.6690994016165368,2002,0.0195170625774157,0.023205552216696068,1.0,1.9708765571978537,2.3476895871556103,Coupled expansion,True,Global South
Global_South,2004,3316.57176403516,2.020727434780296,2728350546.0,8.1066869272164,0.7034575628146968,2003,0.04633442922012243,0.03435816119816004,1.0,4.742464179605266,3.495522115635352,Relative decoupling,True,Global South
Global_South,2005,3425.8407919787073,2.070712633637124,2779728344.0,8.139102207278505,0.7278928154883817,2004,0.03241528006210537,0.02443525267368485,1.0,3.2946378283881472,2.473624002747421,Relative decoupling,True,Global South
Global_South,2006,3561.123565237025,2.1179941261564053,2832432926.0,8.177831382264928,0.75046947387811,2005,0.03872917498642359,0.022576658389728332,1.0,3.94889259229656,2.283343992364273,Relative decoupling,True,Global South
Global_South,2007,3693.138023612937,2.1744732879290822,2885692979.0,8.214231788541632,0.7767864687442257,2006,0.03640040627670338,0.026316994866115717,1.0,3.707101311075345,2.6666344856759228,Relative decoupling,True,Global South
Global_South,2008,3773.6314731693296,2.220512746114841,2940733311.0,8.235793072291782,0.7977381359338787,2007,0.02156128375015065,0.02095166718965291,1.0,2.179540787312484,2.1172694298583705,Relative decoupling,True,Global South
Global_South,2009,3700.198981583792,2.164707088177229,2996319888.0,8.216141875992719,0.7722850581569078,2008,-0.019651196299063756,-0.02545307777697081,1.0,-1.9459370133952714,-2.513187912803172,"Economic contraction, emissions falling",False,Global South
Global_South,2010,3854.089818569257,2.249875534152272,3050796720.0,8.256890153987973,0.8108748965316774,2009,0.040748277995254156,0.03858983837476959,1.0,4.158988144999509,3.934409714838516,Relative decoupling,True,Global South
Global_South,2011,3965.3312525201586,2.287322600268135,3107337067.0,8.285344674720607,0.8273819633648924,2010,0.02845452073263388,0.01650706683321501,1.0,2.8863217825109366,1.6644061214689643,Relative decoupling,True,Global South
Global_South,2012,4056.011557756712,2.3347771821719503,3161630136.0,8.307955394812499,0.8479164613735616,2011,0.022610720091892134,0.020534498008669133,1.0,2.286827996498886,2.074678136711139,Relative decoupling,True,Global South
Global_South,2013,4131.367861638761,2.341334587113303,3219937655.0,8.326363832485331,0.8507211031628411,2012,0.01840843767283218,0.0028046417892795272,1.0,1.8578917443649923,0.28085784765348176,Relative decoupling,True,Global South
Global_South,2014,4181.164717632462,2.358169973736149,3277634643.0,8.338345127287653,0.8578858833748322,2013,0.011981294802321685,0.007164780211991073,1.0,1.2053358030902794,0.7190508659252526,Relative decoupling,True,Global South
Global_South,2015,4210.573880229237,2.3390004795304873,3336350962.0,8.345354230980217,0.8497236926171929,2014,0.007009103692563912,-0.008162190757639243,1.0,0.70337249505521,-0.8128970523397117,Absolute decoupling,True,Global South
Global_South,2016,4225.677717741107,2.333632734677229,3393967175.0,8.348934933493458,0.8474261670172255,2015,0.003580702513241718,-0.0022975255999674316,1.0,0.3587120886961781,-0.22948883081612692,Absolute decoupling,True,Global South
Global_South,2017,4279.268995048175,2.3519865629044125,3451251775.0,8.36153747843913,0.8552603169692159,2016,0.012602544945671923,0.007834149951990388,1.0,1.2682291666985313,0.7864917197316412,Relative decoupling,True,Global South
