region,year_to,gdp_pc_region,co2_pc_region,population_region,log_gdp_region,log_co2_region,year_from,d_log_gdp,d_log_co2,year_gap,gdp_change_pct,co2_change_pct,decoupling_classification,gdp_expansion,region_display
Global_South,2018,4324.159993383464,2.337619552463832,3507894769.0,8.371973179319589,0.8491331263118942,2017,0.010435700880458754,-0.006127190657321702,1.0,1.0490342716765966,-0.6108457704298687,Absolute decoupling,True,Global South
Global_South,2019,4371.090238110663,2.373896091597042,3529991700.0,8.382767739379261,0.8645325258938684,2018,0.010794560059672165,0.015399399581974227,1.0,1.0853031524968193,1.5518581325594694,Coupled expansion,True,Global South
Global_South,2020,4119.318189417118,2.2628084713409713,3586752570.0,8.323442940643368,0.8166067282225512,2019,-0.05932479873589358,-0.047925797671317216,1.0,-5.759937109016677,-4.679548555191248,"Economic contraction, emissions falling",False,Global South
Global_South,2021,4287.472283904656,2.3517068847688485,3639811728.0,8.363452627057885,0.8551413984474181,2020,0.04000968641451763,0.038534670224866896,1.0,4.082085596580942,3.928676003903897,Relative decoupling,True,Global South
Global_South,2022,4437.055555059654,2.372262498502959,3696450079.0,8.397746272161388,0.8638441404859301,2021,0.03429364510350297,0.008702742038511957,1.0,3.4888452041204054,0.8740720991736506,Relative decoupling,True,Global South
Global_South,2023,4523.509176542838,2.3952462781682553,3730108708.0,8.417043338101482,0.8734860557091061,2022,0.01929706594009417,0.009641915223176034,1.0,1.948445774689378,0.9688548244471518,Relative decoupling,True,Global South
Global_South,2024,4642.079867901355,2.451624116491972,3737577526.0,8.442917792179983,0.8967507096229765,2023,0.025874454078500975,0.023264653913870448,1.0,2.621210364143467,2.353738688066387,Relative decoupling,True,Global South
India,1991,531.898397841583,0.731259551121608,883927600.0,6.276452489601572,-0.3129868191584869,1990,-0.0111649067870081,0.05164622826086107,1.0,-1.1102810529725282,5.300315385452392,"Economic contraction, emissions rising",False,India
India,1992,549.235069966802,0.741625955705735,902957070.0,6.3085265283132035,-0.298910265739761,1991,0.032074038711631836,0.014076553418725934,1.0,3.2593954401009873,1.4176094614049006,Relative decoupling,True,India
India,1993,563.372872328964,0.758847464560969,922118387.0,6.333941704352186,-0.2759544907413543,1992,0.025415176038982246,0.022955774998406675,1.0,2.5740895174477085,2.322128658353928,Relative decoupling,True,India
India,1994,588.727892188017,0.790350655307367,941163767.0,6.377964094201842,-0.23527856452341864,1993,0.04402238984965656,0.04067592621793567,1.0,4.500575214819302,4.1514523297016215,Relative decoupling,True,India
India,1995,620.6999543303791,0.829370336496271,960301044.0,6.430847799841997,-0.18708849682478676,1994,0.052883705640154766,0.04819006769863188,1.0,5.43070280287512,4.937008772862872,Relative decoupling,True,India
India,1996,654.355928429641,0.850777408846526,979678458.0,6.483651436488936,-0.1616047488452991,1995,0.052803636646938656,0.02548374797948766,1.0,5.422261410599027,2.5811234629743884,Relative decoupling,True,India
India,1997,667.598423095039,0.878441939789039,999133762.0,6.5036868297343196,-0.12960546370518447,1996,0.020035393245383837,0.03199928514011463,1.0,2.0237448902125754,3.2516767200036822,Coupled expansion,True,India
India,1998,695.293709344799,0.884093818156602,1018665080.0,6.544334359666948,-0.12319209283936434,1997,0.040647529932628323,0.0064133708658201255,1.0,4.148494857336904,0.6433980564407582,Relative decoupling,True,India
India,1999,742.53920839445,0.926189927757172,1038225823.0,6.610075675201123,-0.07667595979792902,1998,0.06574131553417484,0.04651613304143533,1.0,6.7950419246813665,4.761498014808363,Relative decoupling,True,India
India,2000,756.704109527449,0.942309744278839,1057922733.0,6.628972304540029,-0.059421242871138535,1999,0.018896629338906124,0.01725471692679048,1.0,1.9076300581657435,1.7404439455201315,Relative decoupling,True,India
India,2001,778.507377528365,0.939789720011458,1077898575.0,6.657378467823068,-0.0620991308586081,2000,0.02840616328303902,-0.0026778879874695613,1.0,2.881346582686306,-0.26743056438512935,Absolute decoupling,True,India
India,2002,793.615912906381,0.957620477500199,1097600380.0,6.676599607314973,-0.043303740777163646,2001,0.01922113949190507,0.01879539008144445,1.0,1.9407054851533712,1.8973135275967445,Relative decoupling,True,India
India,2003,841.278894571674,0.9697448826530112,1116803006.0,6.734923227556812,-0.030722249651481414,2002,0.0583236202418389,0.012581491125682232,1.0,6.005799643147425,1.2660971060750592,Relative decoupling,True,India
India,2004,892.596614581612,1.02822643182898,1135991513.0,6.794134759427068,0.027835407203404258,2003,0.05921153187025574,0.058557656854885676,1.0,6.099965224500958,6.030611784820761,Relative decoupling,True,India
India,2005,947.732565646672,1.05460489385527,1154676322.0,6.854072358708038,0.05316618858826517,2004,0.05993759928097031,0.02533078138486091,1.0,6.177028924863626,2.5654331779206174,Relative decoupling,True,India
India,2006,1008.23275343783,1.10810989189174,1172878890.0,6.915954328164906,0.10265576381474822,2005,0.06188196945686819,0.049489575226483055,1.0,6.38367720854629,5.073463848709681,Relative decoupling,True,India
India,2007,1069.24696813025,1.18862350046436,1190676021.0,6.97470991159236,0.17279591530499386,2006,0.05875558342745357,0.07014015149024563,1.0,6.051600137406443,7.2658505407950935,Coupled expansion,True,India
India,2008,1086.50605251513,1.25815998206335,1207930964.0,6.990722370334562,0.2296503219440777,2007,0.016012458742202362,0.05685440663908384,1.0,1.6141345170292976,5.8501688357856185,Coupled expansion,True,India
India,2009,1155.10163274172,1.32284533301467,1225524753.0,7.051943612800449,0.27978497203621683,2008,0.061221242465887116,0.05013465009213913,1.0,6.31340985793869,5.141265965655473,Relative decoupling,True,India
India,2010,1235.15939133951,1.39129863287623,1243481564.0,7.118955302547687,0.33023757924193087,2009,0.06701168974723792,0.05045260720571404,1.0,6.930797804152267,5.174701694381745,Relative decoupling,True,India
India,2011,1281.61054354933,1.46337391608571,1261224954.0,7.155872803144588,0.3807446711225998,2010,0.03691750059690069,0.05050709188066893,1.0,3.7607415314588444,5.180432259929613,Coupled expansion,True,India
India,2012,1333.09626557668,1.57607553513255,1278674502.0,7.195259534807989,0.4549379186707568,2011,0.03938673166340134,0.07419324754815698,1.0,4.0172673583633856,7.701491587898368,Coupled expansion,True,India
India,2013,1399.4537980287,1.59945855716817,1295829511.0,7.243837295212061,0.4696651702050422,2012,0.04857776040407202,0.014727251534285446,1.0,4.977699973025884,1.4836231839391978,Relative decoupling,True,India
India,2014,1484.31640682913,1.70517686000076,1312277191.0,7.3027096131498554,0.5336688355615986,2013,0.05887231793779435,0.06400366535655638,1.0,6.063980741627173,6.609630637743025,Coupled expansion,True,India
India,2015,1583.99815907985,1.71550269097521,1328024498.0,7.3677074101766316,0.5397061519395673,2014,0.0649977970267761,0.006037316377968671,1.0,6.715667346402587,0.60555777037965,Relative decoupling,True,India
India,2016,1694.46534973825,1.7202923565219,1343944296.0,7.435122542173674,0.5424942511033302,2015,0.06741513199704219,0.0027880991637628805,1.0,6.973946909292494,0.27919895269690187,Relative decoupling,True,India
India,2017,1788.69770318446,1.7954533987753103,1359657400.0,7.489243093928637,0.5852575798917672,2016,0.054120551754963664,0.04276332878843703,1.0,5.561185034604921,4.369085403911899,Relative decoupling,True,India
India,2018,1883.35772705062,1.85989309419052,1374659064.0,7.540811487804754,0.6205190098316316,2017,0.051568393876116225,0.035261429939864364,1.0,5.292119719147381,3.589048619093349,Relative decoupling,True,India
India,2019,1936.03067741067,1.83688223212799,1389030312.0,7.568395113480953,0.6080696953744421,2018,0.027583625676199652,-0.012449314457189442,1.0,2.7967575996587835,-1.2372142320655755,Absolute decoupling,True,India
India,2020,1806.50110583878,1.68040016064392,1402617695.0,7.499147162731864,0.5190319559117048,2019,-0.06924795074908907,-0.0890377394627373,1.0,-6.690471028337608,-8.518895155449824,"Economic contraction, emissions falling",False,India
India,2021,1965.30943437506,1.8370295169940605,1414203896.0,7.583404984870203,0.6081498741463924,2020,0.08425782213833877,0.08911791823468762,1.0,8.790934476762647,9.3209558067479,Coupled expansion,True,India
India,2022,2098.2112447615,1.96929618962877,1425423212.0,7.648840472524994,0.6776762147680248,2021,0.06543548765479112,0.06952634062163232,1.0,6.762386017278832,7.200029798712104,Coupled expansion,True,India
India,2023,2270.9051808027,2.09622858892568,1438069596.0,7.727933789055444,0.7401398201141763,2022,0.07909331653045015,0.062463605346151585,1.0,8.230531433493905,6.445571771549408,Relative decoupling,True,India
India,2024,2396.94999213544,2.17365173535787,1450935791.0,7.7819523715281615,0.7764085805388091,2023,0.05401858247271729,0.036268760424632784,1.0,5.550421585113807,3.6934495999727535,Relative decoupling,True,India
