iso3c,country,region,region_display,n_total_changes,n_gdp_expansions,n_absolute_decoupling,n_relative_decoupling,n_coupled_expansion,n_any_decoupling,share_gdp_expansion_of_all_changes,share_absolute_of_expansions,share_relative_of_expansions,share_coupled_of_expansions,share_any_decoupling_of_expansions,mean_gdp_change_pct_during_expansions,median_gdp_change_pct_during_expansions,mean_co2_change_pct_during_expansions,median_co2_change_pct_during_expansions,population_weighted_share_absolute,population_weighted_share_relative,population_weighted_share_coupled,population_weighted_share_any_decoupling,dominant_expansion_classification
MWI,Malawi,Global_South,Global South,34,23,8,6,9,14,0.6764705882352942,0.34782608695652173,0.2608695652173913,0.391304347826087,0.6086956521739131,3.597464018902143,2.7038640291477734,3.0844034178662874,2.4869943816955953,0.36635475043126114,0.24354750188564145,0.3900977476830974,0.6099022523169026,Coupled expansion
MYS,Malaysia,Global_South,Global South,34,30,7,8,15,15,0.8823529411764706,0.23333333333333334,0.26666666666666666,0.5,0.5,4.331252343302503,3.7615585329122014,3.4012751137080652,3.868013200933129,0.2541596517938901,0.2900053579749587,0.4558349902311512,0.5441650097688487,Coupled expansion
NAM,Namibia,Global_South,Global South,34,25,9,6,10,15,0.7352941176470589,0.36,0.24,0.4,0.6,2.6939876434297996,2.5130880822763713,0.06077029503083768,1.0987739556458376,0.3823613341544068,0.22982920782595084,0.38780945801964234,0.6121905419803577,Coupled expansion
NER,Niger,Global_South,Global South,34,18,10,3,5,13,0.5294117647058824,0.5555555555555556,0.16666666666666666,0.2777777777777778,0.7222222222222222,3.389030970168558,3.1426970085717265,2.5264778550988236,-1.2061009102380171,0.579626320992,0.11518947429405985,0.30518420471394025,0.6948157952860597,Absolute decoupling
NGA,Nigeria,Global_South,Global South,34,22,11,0,11,11,0.6470588235294118,0.5,0.0,0.5,0.5,3.305542737218171,3.1250977109069544,-0.00387232332349777,-0.4111419510433756,0.5162274807072853,0.0,0.48377251929271464,0.5162274807072853,Tie
NIC,Nicaragua,Global_South,Global South,34,26,6,9,11,15,0.7647058823529411,0.23076923076923078,0.34615384615384615,0.4230769230769231,0.5769230769230769,3.3104922114667756,3.0858100613637807,2.962718342932268,2.873614640116917,0.23292530506841322,0.3533327251475059,0.4137419697840809,0.5862580302159192,Coupled expansion
NLD,Netherlands,Europe_NorthAmerica,Europe & North America,34,27,14,7,6,21,0.7941176470588235,0.5185185185185185,0.25925925925925924,0.2222222222222222,0.7777777777777778,2.32808597470734,1.795825919305094,-0.8489352319080191,-0.20216094138998386,0.5246730921724619,0.25928608479085297,0.21604082303668506,0.783959176963315,Absolute decoupling
NOR,Norway,Europe_NorthAmerica,Europe & North America,34,27,13,6,8,19,0.7941176470588235,0.48148148148148145,0.2222222222222222,0.2962962962962963,0.7037037037037037,2.046981214399476,1.8546433372468307,-0.1697864541446925,0.21597421548102957,0.5012928206895417,0.21937900671603447,0.27932817259442383,0.7206718274055761,Absolute decoupling
NPL,Nepal,Global_South,Global South,34,31,5,4,22,9,0.9117647058823529,0.16129032258064516,0.12903225806451613,0.7096774193548387,0.2903225806451613,3.5733806740207927,3.3184743098002123,7.01057652852762,6.1143677689864395,0.1726697891702841,0.1355609471938568,0.6917692636358591,0.3082307363641409,Coupled expansion
NZL,New Zealand,DevelopedAsia_Oceania,Developed Asia & Oceania,34,27,13,7,7,20,0.7941176470588235,0.48148148148148145,0.25925925925925924,0.25925925925925924,0.7407407407407407,2.252527701744063,2.0999763305469044,0.22736356374225264,0.37233783840908696,0.5036088427864049,0.24057544438687498,0.2558157128267201,0.7441842871732799,Absolute decoupling
OMN,Oman,Global_South,Global South,34,19,6,5,8,11,0.5588235294117647,0.3157894736842105,0.2631578947368421,0.42105263157894735,0.5789473684210527,2.45456794041934,2.718658527452855,2.8301689375204226,1.6572613000440883,0.29612229968937104,0.2691609019666101,0.4347167983440189,0.5652832016559811,Coupled expansion
PAK,Pakistan,Global_South,Global South,34,27,11,6,10,17,0.7941176470588235,0.4074074074074074,0.2222222222222222,0.37037037037037035,0.6296296296296297,2.4055519051117478,1.972285547547803,1.7829978792326027,0.9415105181944883,0.41644299921497197,0.22229488085286053,0.3612621199321675,0.6387378800678325,Absolute decoupling
PAN,Panama,Global_South,Global South,34,30,13,9,8,22,0.8823529411764706,0.43333333333333335,0.3,0.26666666666666666,0.7333333333333333,5.146939207854109,4.342919064666983,3.3446529823309725,2.168732603880974,0.4458953436809523,0.30155192675159165,0.25255272956745606,0.747447270432544,Absolute decoupling
PER,Peru,Global_South,Global South,34,28,9,5,14,14,0.8235294117647058,0.32142857142857145,0.17857142857142858,0.5,0.5,4.082635972004337,3.5383885249266833,3.945112086129335,3.2149395837019368,0.31298710767977855,0.16804213420029757,0.5189707581199239,0.4810292418800761,Coupled expansion
PHL,Philippines,Global_South,Global South,34,28,8,7,13,15,0.8235294117647058,0.2857142857142857,0.25,0.4642857142857143,0.5357142857142857,3.7594563759228605,4.566718020158211,3.2068801276495402,3.5856611636175706,0.26049036207461107,0.2575978930277766,0.48191174489761235,0.5180882551023877,Coupled expansion
PLW,Palau,Global_South,Global South,33,17,10,1,6,11,0.5151515151515151,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.6470588235294118,4.174724701488427,3.4462020491683676,-0.046655233477537035,-3.0033756751766227,0.5875341553841195,0.05747660750989231,0.3549892371059882,0.6450107628940118,Absolute decoupling
PNG,Papua New Guinea,Global_South,Global South,34,20,12,3,5,15,0.5882352941176471,0.6,0.15,0.25,0.75,4.362351858433199,3.2705783625181173,-0.5719584426037723,-1.363435310653427,0.565127126107524,0.16049726342183632,0.2743756104706397,0.7256243895293604,Absolute decoupling
POL,Poland,Europe_NorthAmerica,Europe & North America,34,32,22,6,4,28,0.9411764705882353,0.6875,0.1875,0.125,0.875,4.306914110710225,4.542798510030533,-0.5694405542220299,-1.1533972861533681,0.687199199682605,0.18839777703555313,0.12440302328184188,0.8755969767181581,Absolute decoupling
PRI,Puerto Rico (US),Global_South,Global South,34,25,9,8,8,17,0.7352941176470589,0.36,0.32,0.32,0.68,2.526957376625384,1.5832278146655776,0.1973931727837255,1.196417745690792,0.36693430888577616,0.3280800294475358,0.30498566166668806,0.6950143383333119,Absolute decoupling
PRT,Portugal,Europe_NorthAmerica,Europe & North America,34,27,14,2,11,16,0.7941176470588235,0.5185185185185185,0.07407407407407407,0.4074074074074074,0.5925925925925926,2.452792465703993,2.3055518452915758,0.40812638800778545,-0.4367981460163928,0.5230623205491398,0.07317166229646262,0.4037660171543976,0.5962339828456024,Absolute decoupling
PRY,Paraguay,Global_South,Global South,34,22,4,6,12,10,0.6470588235294118,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.45454545454545453,3.3911531815203517,2.9412846053592734,4.574978784304916,3.3474466406564596,0.17683341207928172,0.2906195655550366,0.5325470223656816,0.4674529776343183,Coupled expansion
PYF,French Polynesia,Global_South,Global South,34,15,7,1,7,8,0.4411764705882353,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.5333333333333333,1.727114781061738,1.675661550203822,1.3955717705599542,0.5488784673086,0.4748997960904997,0.07090257612096938,0.45419762778853096,0.5458023722114691,Tie
QAT,Qatar,Global_South,Global South,34,13,3,5,5,8,0.38235294117647056,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.6153846153846154,8.75339733503728,7.050381965864072,5.665582185954872,5.578792394610188,0.16150257378822097,0.2733823468995734,0.5651150793122056,0.4348849206877944,Tie
ROU,Romania,Europe_NorthAmerica,Europe & North America,34,26,12,9,5,21,0.7647058823529411,0.46153846153846156,0.34615384615384615,0.19230769230769232,0.8076923076923077,5.1749451001479505,4.549726740860683,0.7622703375419697,0.455704977528526,0.45714166239747994,0.34695255977062167,0.1959057778318984,0.8040942221681016,Absolute decoupling
RUS,Russian Federation,Europe_NorthAmerica,Europe & North America,34,21,5,12,4,17,0.6176470588235294,0.23809523809523808,0.5714285714285714,0.19047619047619047,0.8095238095238095,5.222626708312063,5.182748024113892,1.5902776870576096,1.4545161972693288,0.23809670816871747,0.5722495328191336,0.18965375901214898,0.810346240987851,Relative decoupling
RWA,Rwanda,Global_South,Global South,34,27,8,9,10,17,0.7941176470588235,0.2962962962962963,0.3333333333333333,0.37037037037037035,0.6296296296296297,7.680333234840021,5.896000903588883,5.445842712617353,2.3658232394718093,0.27902740270787774,0.3173744252603671,0.4035981720317552,0.5964018279682448,Coupled expansion
SAU,Saudi Arabia,Global_South,Global South,34,15,5,6,4,11,0.4411764705882353,0.3333333333333333,0.4,0.26666666666666666,0.7333333333333333,3.6949421136263227,3.178048101630271,1.6030229677949388,0.5573895938410178,0.31009173784879607,0.41359882273129034,0.2763094394199136,0.7236905605800864,Relative decoupling
SDN,Sudan,Global_South,Global South,34,21,7,1,13,8,0.6176470588235294,0.3333333333333333,0.047619047619047616,0.6190476190476191,0.38095238095238093,3.400800308641209,3.046408053113425,2.2309670484183095,4.048340495281488,0.29020379579887023,0.047834897111564294,0.6619613070895655,0.33803869291043454,Coupled expansion
SEN,Senegal,Global_South,Global South,34,24,7,3,14,10,0.7058823529411765,0.2916666666666667,0.125,0.5833333333333334,0.4166666666666667,2.2829810796742827,2.057576046493803,3.9356609965208986,3.46058766766949,0.30498915138127997,0.14730209916704062,0.5477087494516795,0.45229125054832053,Coupled expansion
SGP,Singapore,DevelopedAsia_Oceania,Developed Asia & Oceania,34,28,13,9,6,22,0.8235294117647058,0.4642857142857143,0.32142857142857145,0.21428571428571427,0.7857142857142857,4.768925381941096,3.9959747000906654,0.7561048657837774,0.5348906051114377,0.4463970124350447,0.32091964954397606,0.23268333802097924,0.7673166619790207,Absolute decoupling
SLB,Solomon Islands,Global_South,Global South,34,18,8,7,3,15,0.5294117647058824,0.4444444444444444,0.3888888888888889,0.16666666666666666,0.8333333333333334,3.611596852924478,3.176592124962807,0.20612408505601404,0.4124539261368909,0.4450132500938394,0.3474278123190314,0.2075589375871292,0.7924410624128708,Absolute decoupling
SLE,Sierra Leone,Global_South,Global South,34,24,11,3,10,14,0.7058823529411765,0.4583333333333333,0.125,0.4166666666666667,0.5833333333333334,3.812257371881529,2.9672802233311923,2.896825109288146,1.3041362083222818,0.45596237886646973,0.14106983013603208,0.4029677909974982,0.5970322090025018,Absolute decoupling
SLV,El Salvador,Global_South,Global South,34,31,9,1,21,10,0.9117647058823529,0.2903225806451613,0.03225806451612903,0.6774193548387096,0.3225806451612903,2.568816400812385,2.139548110582923,4.027685662769663,4.065158233168287,0.2900720599404129,0.03320109818813338,0.6767268418714537,0.3232731581285463,Coupled expansion
SOM,"Somalia, Fed. Rep.",Global_South,Global South,34,26,20,4,2,24,0.7647058823529411,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.9230769230769231,3.9284129397083345,3.5173220620032253,-0.4207997836416763,-1.3685630576062147,0.792967482787421,0.14454124329079246,0.062491273921786515,0.9375087260782135,Absolute decoupling
STP,Sao Tome and Principe,Global_South,Global South,34,21,3,7,11,10,0.6176470588235294,0.14285714285714285,0.3333333333333333,0.5238095238095238,0.47619047619047616,2.1448065216043033,1.2831775781198207,3.763781381908805,2.31536034265869,0.16697765789262983,0.34197845924951087,0.49104388285785927,0.5089561171421407,Coupled expansion
SUR,Suriname,Global_South,Global South,34,24,10,3,11,13,0.7058823529411765,0.4166666666666667,0.125,0.4583333333333333,0.5416666666666666,2.480605026475192,2.076302354160464,2.118925692564488,1.415288287226102,0.41934537709067027,0.11469717501374486,0.46595744789558485,0.5340425521044151,Coupled expansion
SVK,Slovak Republic,Europe_NorthAmerica,Europe & North America,34,29,17,7,5,24,0.8529411764705882,0.5862068965517241,0.2413793103448276,0.1724137931034483,0.8275862068965517,4.080187580249102,3.9180850649212173,-1.0478285443939093,-1.1075401591084222,0.5861119043976547,0.24060077618339504,0.17328731941895031,0.8267126805810497,Absolute decoupling
SVN,Slovenia,Europe_NorthAmerica,Europe & North America,34,28,10,10,8,20,0.8235294117647058,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.7142857142857143,3.5692134034182907,3.1733105447052323,0.8124906036473105,1.175156174263392,0.3583525333178262,0.3565047997682576,0.2851426669139162,0.7148573330860838,Tie
SWE,Sweden,Europe_NorthAmerica,Europe & North America,34,26,17,3,6,20,0.7647058823529411,0.6538461538461539,0.11538461538461539,0.23076923076923078,0.7692307692307693,2.4117005649280663,2.385311330177753,-1.3298449331219067,-1.7805930402517378,0.6572913208956852,0.11002843517265748,0.2326802439316573,0.7673197560683427,Absolute decoupling
SWZ,Eswatini,Global_South,Global South,34,29,14,8,7,22,0.8529411764705882,0.4827586206896552,0.27586206896551724,0.2413793103448276,0.7586206896551724,2.558971666674203,2.41186771794788,1.0901474072734234,0.15888049108594426,0.4764433718167949,0.2798433503772901,0.24371327780591504,0.756286722194085,Absolute decoupling
SYC,Seychelles,Global_South,Global South,34,21,9,7,5,16,0.6176470588235294,0.42857142857142855,0.3333333333333333,0.23809523809523808,0.7619047619047619,5.459079860237993,5.090562684550504,4.458457453878263,2.0505077019358,0.4333692825450959,0.32296710457537225,0.24366361287953187,0.7563363871204681,Absolute decoupling
SYR,Syrian Arab Republic,Global_South,Global South,32,18,10,6,2,16,0.5625,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.8888888888888888,3.4398481242157595,3.7792513840640196,0.194915103077798,-0.6550306660636662,0.5915958326561107,0.3080029278656654,0.10040123947822392,0.8995987605217761,Absolute decoupling
TCA,Turks and Caicos Islands,Global_South,Global South,17,12,4,3,5,7,0.7058823529411765,0.3333333333333333,0.25,0.4166666666666667,0.5833333333333334,12.224354300544293,4.6250849902246145,9.336752995092583,2.0141956462121913,0.3411316023085062,0.27193495990343614,0.38693343778805767,0.6130665622119423,Coupled expansion
TCD,Chad,Global_South,Global South,34,18,5,4,9,9,0.5294117647058824,0.2777777777777778,0.2222222222222222,0.5,0.5,5.9027106151813244,4.076186522636305,10.43907562269671,5.118319525792536,0.2402856947280166,0.21011036824842755,0.5496039370235558,0.4503960629764442,Coupled expansion
TGO,Togo,Global_South,Global South,34,22,10,3,9,13,0.6470588235294118,0.45454545454545453,0.13636363636363635,0.4090909090909091,0.5909090909090909,3.772231778991494,3.01132615341555,7.7910579987811985,0.9459902203474146,0.4508543490654095,0.1781941435750448,0.37095150735954574,0.6290484926404543,Absolute decoupling
THA,Thailand,Global_South,Global South,34,30,8,7,15,15,0.8823529411764706,0.26666666666666666,0.23333333333333334,0.5,0.5,3.850058097663678,3.516676893972359,3.5478634654872234,3.219787352381609,0.2799425631526158,0.23472949773374854,0.48532793911363564,0.5146720608863643,Coupled expansion
TJK,Tajikistan,Global_South,Global South,34,28,12,4,12,16,0.8235294117647058,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,5.135483183189149,4.973342439198292,3.1270336262583673,0.885375979593972,0.41701505951186285,0.15737467082416795,0.4256102696639692,0.5743897303360308,Tie
TKM,Turkmenistan,Global_South,Global South,34,27,9,11,7,20,0.7941176470588235,0.3333333333333333,0.4074074074074074,0.25925925925925924,0.7407407407407407,6.075754036288514,4.362431359130281,1.218779655251299,1.1467995905529937,0.3526772266825788,0.3933055266848573,0.2540172466325639,0.7459827533674361,Relative decoupling
TLS,Timor-Leste,Global_South,Global South,34,23,11,7,5,18,0.6764705882352942,0.4782608695652174,0.30434782608695654,0.21739130434782608,0.782608695652174,9.444142891699023,5.061294500809144,3.155506235394969,0.12716520329181247,0.48715026084813506,0.2963904603364649,0.21645927881540006,0.7835407211845999,Absolute decoupling
TON,Tonga,Global_South,Global South,33,23,8,4,11,12,0.696969696969697,0.34782608695652173,0.17391304347826086,0.4782608695652174,0.5217391304347826,2.8513634214781227,2.4392184628855063,2.504453797917765,2.6954347969276204,0.349537397011839,0.1718298274016269,0.4786327755865341,0.5213672244134658,Coupled expansion
TTO,Trinidad and Tobago,Global_South,Global South,34,25,9,7,9,16,0.7352941176470589,0.36,0.28,0.36,0.64,5.4587187420046055,4.332681052972442,4.446479169477374,1.917363983952436,0.3643019743054782,0.27570104084571717,0.3599969848488046,0.6400030151511954,Tie
TUN,Tunisia,Global_South,Global South,34,30,9,13,8,22,0.8823529411764706,0.3,0.43333333333333335,0.26666666666666666,0.7333333333333333,2.6468937898670353,2.369052698805496,1.6859413240637093,1.6659388424815735,0.31502781699803917,0.4093693304199582,0.2756028525820026,0.7243971474179974,Relative decoupling
TUR,Turkiye,Global_South,Global South,34,27,4,14,9,18,0.7941176470588235,0.14814814814814814,0.5185185185185185,0.3333333333333333,0.6666666666666666,5.135169990984976,5.1597408531189215,3.5422091747946047,3.218119187275681,0.15592734614866283,0.5136490585800466,0.3304235952712906,0.6695764047287094,Relative decoupling
TZA,Tanzania,Global_South,Global South,34,29,9,4,16,13,0.8529411764705882,0.3103448275862069,0.13793103448275862,0.5517241379310345,0.4482758620689655,2.815182617854658,2.770386330163088,5.961945988576597,4.019725331820845,0.30168282721242895,0.14819267721682466,0.5501244955707464,0.4498755044292536,Coupled expansion
UGA,Uganda,Global_South,Global South,34,30,12,3,15,15,0.8823529411764706,0.4,0.1,0.5,0.5,3.374132352711618,2.8908201922147048,4.747870875995932,3.065982317563043,0.4202915740933684,0.07983519343166644,0.4998732324749651,0.5001267675250349,Coupled expansion
UKR,Ukraine,Europe_NorthAmerica,Europe & North America,34,21,10,7,4,17,0.6176470588235294,0.47619047619047616,0.3333333333333333,0.19047619047619047,0.8095238095238095,5.57474198561497,4.4105053771483105,0.6901069266484472,0.4478036709453681,0.4707664170796584,0.3355422720692518,0.19369131085108984,0.8063086891489102,Absolute decoupling
URY,Uruguay,Global_South,Global South,34,27,12,2,13,14,0.7941176470588235,0.4444444444444444,0.07407407407407407,0.48148148148148145,0.5185185185185185,4.134345933505288,4.004730001432555,3.879520862039768,1.2930489984169347,0.4454289375857248,0.07244827913804518,0.48212278327623,0.51787721672377,Coupled expansion
USA,United States,Europe_NorthAmerica,Europe & North America,34,29,15,9,5,24,0.8529411764705882,0.5172413793103449,0.3103448275862069,0.1724137931034483,0.8275862068965517,2.1490334997142293,1.9238617291809756,-0.32653555120489297,-0.16923224013477567,0.5297596355042408,0.29157395297364896,0.17866641152211027,0.8213335884778897,Absolute decoupling
UZB,Uzbekistan,Global_South,Global South,34,27,13,8,6,21,0.7941176470588235,0.48148148148148145,0.2962962962962963,0.2222222222222222,0.7777777777777778,4.6943306722225975,4.864861407453702,-0.4796507153289756,0.22839057365866555,0.4704126292995135,0.30049009786453124,0.2290972728359553,0.7709027271640447,Absolute decoupling
VCT,St. Vincent and the Grenadines,Global_South,Global South,34,29,6,4,19,10,0.8529411764705882,0.20689655172413793,0.13793103448275862,0.6551724137931034,0.3448275862068966,3.6005233002157597,3.485024540791404,4.673531703319659,7.0256759041435135,0.2083913489465224,0.1324372059754051,0.6591714450780725,0.3408285549219275,Coupled expansion
VEN,"Venezuela, RB",Global_South,Global South,34,18,8,5,5,13,0.5294117647058824,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.7222222222222222,4.965321765813456,3.986091032712802,1.8955987089587276,0.3119740673948046,0.4423898084482409,0.27105283467961305,0.28655735687214606,0.7134426431278539,Absolute decoupling
VIR,Virgin Islands (U.S.),Global_South,Global South,20,10,1,9,0,10,0.5,0.1,0.9,0.0,1.0,2.748837205823045,3.2758309035279543,0.12949505723003352,0.0604440407369955,0.10051417899476546,0.8994858210052346,0.0,1.0,Relative decoupling
VNM,Viet Nam,Global_South,Global South,34,34,4,7,23,11,1.0,0.11764705882352941,0.20588235294117646,0.6764705882352942,0.3235294117647059,5.337716447497655,5.463334235938544,8.159821324326606,9.128512944141665,0.1193631025846871,0.2054634645092196,0.6751734329060933,0.3248265670939067,Coupled expansion
VUT,Vanuatu,Global_South,Global South,34,21,11,2,8,13,0.6176470588235294,0.5238095238095238,0.09523809523809523,0.38095238095238093,0.6190476190476191,1.8747218200304858,1.4775736614198731,3.555629942125008,-0.385456925421479,0.5260953933354643,0.07151830184885331,0.4023863048156824,0.5976136951843176,Absolute decoupling
WSM,Samoa,Global_South,Global South,34,22,6,9,7,15,0.6470588235294118,0.2727272727272727,0.4090909090909091,0.3181818181818182,0.6818181818181818,4.2793556943953845,3.727168334587694,3.3037449397199268,2.3350082529438265,0.27890853013673655,0.4029007607296972,0.31819070913356623,0.6818092908664338,Relative decoupling
YEM,"Yemen, Rep.",Global_South,Global South,28,20,4,1,15,5,0.7142857142857143,0.2,0.05,0.75,0.25,1.6782290533747655,1.4251714338591404,4.863533514136525,3.6702225459584126,0.19671243981869063,0.0365470189913671,0.7667405411899423,0.23325945881005772,Coupled expansion
ZAF,South Africa,Global_South,Global South,34,21,5,6,10,11,0.6176470588235294,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.5238095238095238,2.241579013092358,1.9009204972938898,1.1491153707335395,1.4358830497692487,0.25731267431800536,0.2716087344528795,0.47107859122911516,0.5289214087708848,Coupled expansion
ZMB,Zambia,Global_South,Global South,34,27,11,0,16,11,0.7941176470588235,0.4074074074074074,0.0,0.5925925925925926,0.4074074074074074,2.6793427936391643,2.343364501660261,2.89429986438214,4.094158934543435,0.36014517560195486,0.0,0.6398548243980451,0.36014517560195486,Coupled expansion
ZWE,Zimbabwe,Global_South,Global South,34,18,11,0,7,11,0.5294117647058824,0.6111111111111112,0.0,0.3888888888888889,0.6111111111111112,5.696549158365643,3.5291562917991404,3.920611423235089,-0.8442311328088703,0.5847155163324607,0.0,0.4152844836675393,0.5847155163324607,Absolute decoupling
