region,region_display,year_to,n_total_changes,n_gdp_expansions,n_absolute_decoupling,n_relative_decoupling,n_coupled_expansion,n_any_decoupling,share_gdp_expansion_of_all_changes,share_absolute_of_expansions,share_relative_of_expansions,share_coupled_of_expansions,share_any_decoupling_of_expansions,mean_gdp_change_pct_during_expansions,median_gdp_change_pct_during_expansions,mean_co2_change_pct_during_expansions,median_co2_change_pct_during_expansions,population_weighted_share_absolute,population_weighted_share_relative,population_weighted_share_coupled,population_weighted_share_any_decoupling
China,China,2008,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,9.109747065846374,9.109747065846374,2.5339089040480767,2.5339089040480767,0.0,1.0,0.0,1.0
China,China,2009,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,8.859902053620527,8.859902053620527,6.780826762345793,6.780826762345793,0.0,1.0,0.0,1.0
China,China,2010,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,10.063424320753867,10.063424320753867,8.930813385001613,8.930813385001613,0.0,1.0,0.0,1.0
China,China,2011,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,8.864807475506264,8.864807475506264,8.735856458895164,8.735856458895164,0.0,1.0,0.0,1.0
China,China,2012,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,7.1270127234708935,7.1270127234708935,2.4664893273236066,2.4664893273236066,0.0,1.0,0.0,1.0
China,China,2013,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,7.063224657057243,7.063224657057243,4.072294777694685,4.072294777694685,0.0,1.0,0.0,1.0
China,China,2014,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,6.786669879459084,6.786669879459084,0.4860719749383291,0.4860719749383291,0.0,1.0,0.0,1.0
China,China,2015,1,1,1,0,0,1,1.0,1.0,0.0,0.0,1.0,6.3585502639810665,6.3585502639810665,-1.7786077624480479,-1.7786077624480479,1.0,0.0,0.0,1.0
China,China,2016,1,1,1,0,0,1,1.0,1.0,0.0,0.0,1.0,6.165427182327954,6.165427182327954,-0.351009636475752,-0.351009636475752,1.0,0.0,0.0,1.0
China,China,2017,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,6.246266187290606,6.246266187290606,1.4787885779926402,1.4787885779926402,0.0,1.0,0.0,1.0
China,China,2018,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,6.258612324773538,6.258612324773538,4.312117075252364,4.312117075252364,0.0,1.0,0.0,1.0
China,China,2019,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,5.692900601486017,5.692900601486017,2.114202953124167,2.114202953124167,0.0,1.0,0.0,1.0
China,China,2020,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,2.0968666731586927,2.0968666731586927,1.0380432559517594,1.0380432559517594,0.0,1.0,0.0,1.0
China,China,2021,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,8.473227172456665,8.473227172456665,4.818889923157066,4.818889923157066,0.0,1.0,0.0,1.0
China,China,2022,1,1,1,0,0,1,1.0,1.0,0.0,0.0,1.0,3.1476998213375795,3.1476998213375795,-0.25127826511043283,-0.25127826511043283,1.0,0.0,0.0,1.0
China,China,2023,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,5.52431494678991,5.52431494678991,4.122477547710912,4.122477547710912,0.0,1.0,0.0,1.0
