region,region_display,year_to,n_total_changes,n_gdp_expansions,n_absolute_decoupling,n_relative_decoupling,n_coupled_expansion,n_any_decoupling,share_gdp_expansion_of_all_changes,share_absolute_of_expansions,share_relative_of_expansions,share_coupled_of_expansions,share_any_decoupling_of_expansions,mean_gdp_change_pct_during_expansions,median_gdp_change_pct_during_expansions,mean_co2_change_pct_during_expansions,median_co2_change_pct_during_expansions,population_weighted_share_absolute,population_weighted_share_relative,population_weighted_share_coupled,population_weighted_share_any_decoupling
China,China,2024,1,1,0,1,0,1,1.0,0.0,1.0,0.0,1.0,5.1066248283734295,5.1066248283734295,0.9188653432707694,0.9188653432707694,0.0,1.0,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,1991,8,5,1,2,2,3,0.625,0.2,0.4,0.4,0.6,4.572060424150486,3.6953822822515026,3.8663944420571994,2.8085808649718214,0.026628446149497588,0.7028430379161306,0.2705285159343718,0.7294714840656281
DevelopedAsia_Oceania,Developed Asia & Oceania,1992,8,7,1,3,3,4,0.875,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,3.7390580070384076,4.0992794307008085,5.142044987831163,5.2796321129484625,0.01715047446011306,0.698283659892861,0.2845658656470259,0.7154341343529741
DevelopedAsia_Oceania,Developed Asia & Oceania,1993,8,7,1,2,4,3,0.875,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.42857142857142855,4.324904180197946,4.392412663407619,4.906929834113424,6.78129465736379,0.04452613478338476,0.2934287450406784,0.6620451201759369,0.33795487982406314
DevelopedAsia_Oceania,Developed Asia & Oceania,1994,8,8,1,5,2,6,1.0,0.125,0.625,0.25,0.75,4.088044684075939,3.702992474145972,1.1362825443640754,3.2725054896627137,0.029001031312184927,0.36167749483355655,0.6093214738542585,0.3906785261457415
DevelopedAsia_Oceania,Developed Asia & Oceania,1995,8,8,3,4,1,7,1.0,0.375,0.5,0.125,0.875,3.154970989506764,2.9696366671321806,-0.10394259880766998,1.1837478574616256,0.048123630319110586,0.9254654102042038,0.026410959476685564,0.9735890405233144
DevelopedAsia_Oceania,Developed Asia & Oceania,1996,8,6,1,4,1,5,0.75,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,3.460178178466259,3.0030999872480924,2.210658158990751,1.9329093947065834,0.01781372081469505,0.9543659958586573,0.027820283326647627,0.9721797166733523
DevelopedAsia_Oceania,Developed Asia & Oceania,1997,8,7,3,3,1,6,0.875,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.8571428571428571,2.800464009694074,2.799585885752842,-0.039221928139684614,0.7088341943434884,0.649077557125072,0.33300688401408823,0.01791555886083981,0.9820844411391602
DevelopedAsia_Oceania,Developed Asia & Oceania,1998,8,2,1,0,1,1,0.25,0.5,0.0,0.5,0.5,2.698356841024996,2.698356841024996,1.9316431208021234,1.9316431208021234,0.2417603429126902,0.0,0.7582396570873098,0.2417603429126902
DevelopedAsia_Oceania,Developed Asia & Oceania,1999,8,6,0,5,1,5,0.75,0.0,0.8333333333333334,0.16666666666666666,0.8333333333333334,4.4411630275761595,4.355468298543963,3.3366359464968647,2.6463191917220574,0.0,0.9231455555920244,0.07685444440797566,0.9231455555920244
DevelopedAsia_Oceania,Developed Asia & Oceania,2000,8,8,2,4,2,6,1.0,0.25,0.5,0.25,0.75,5.060332995384148,5.355925546430607,0.03096325856004456,1.8733667360883555,0.03307755542100575,0.9302165064181483,0.03670593816084587,0.9632940618391541
DevelopedAsia_Oceania,Developed Asia & Oceania,2001,8,5,1,2,2,3,0.625,0.2,0.4,0.4,0.6,1.9417862017035106,2.1057298683222925,2.3941243720129117,1.513993379839329,0.6425679597357675,0.3356682863380502,0.02176375392618227,0.9782362460738178
DevelopedAsia_Oceania,Developed Asia & Oceania,2002,8,6,3,2,1,5,0.75,0.5,0.3333333333333333,0.16666666666666666,0.8333333333333334,4.130153217608042,2.9446800379945293,1.051586223636993,-0.1663968453443576,0.18021208561947363,0.8144773816325445,0.005310532747981896,0.9946894672520181
DevelopedAsia_Oceania,Developed Asia & Oceania,2003,8,7,2,4,1,6,0.875,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.8571428571428571,4.021369532509857,2.6814347514469317,0.9303776420456037,0.6202430237782997,0.1129661673617926,0.8549918875732233,0.03204194506498415,0.9679580549350159
DevelopedAsia_Oceania,Developed Asia & Oceania,2004,8,8,4,4,0,8,1.0,0.5,0.5,0.0,1.0,6.921245219339122,3.939078232941673,0.984186800902928,1.1191324315836415,0.6674249504951368,0.33257504950486316,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2005,8,8,5,3,0,8,1.0,0.625,0.375,0.0,1.0,3.521805140985787,3.1752258678121037,-1.4579498667997917,-0.7689107485936042,0.36507778732884427,0.6349222126711558,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2006,8,8,5,3,0,8,1.0,0.625,0.375,0.0,1.0,4.036985131612694,4.22245358276011,-1.0593007787899942,-1.3697323036930942,0.6551015178711459,0.34489848212885416,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2007,8,8,3,4,1,7,1.0,0.375,0.5,0.125,0.875,4.364157473930913,4.512298514474722,-0.29991466333735284,1.33438554683738,0.04179478791185682,0.37761501530261526,0.5805901967855279,0.4194098032144721
DevelopedAsia_Oceania,Developed Asia & Oceania,2008,8,4,3,1,0,4,0.5,0.75,0.25,0.0,1.0,1.6791486499510178,1.543445184709702,-1.1250094690567314,-1.1611226401700925,0.4188404610213168,0.5811595389786832,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2009,8,2,0,1,1,1,0.25,0.0,0.5,0.5,0.5,1.3399627678505888,1.3399627678505888,3.683059024325319,3.683059024325319,0.0,0.9891822304221526,0.010817769577847428,0.9891822304221526
DevelopedAsia_Oceania,Developed Asia & Oceania,2010,8,8,3,2,3,5,1.0,0.375,0.25,0.375,0.625,7.281812768099888,5.032816249766814,2.8169030622782407,3.1569263421056037,0.1482885982852186,0.02488014053587866,0.8268312611789027,0.17316873882109723
DevelopedAsia_Oceania,Developed Asia & Oceania,2011,8,8,4,1,3,5,1.0,0.5,0.125,0.375,0.625,4.494872834171657,3.240196885463109,0.8273408334865187,0.4415407335730315,0.15485744448046132,0.022834807806578063,0.8223077477129606,0.1776922522870394
DevelopedAsia_Oceania,Developed Asia & Oceania,2012,8,8,5,0,3,5,1.0,0.625,0.0,0.375,0.625,2.0332829698362835,1.855555491456684,0.8065418064418768,-0.5137960769662553,0.37927831389498023,0.0,0.6207216861050198,0.37927831389498023
DevelopedAsia_Oceania,Developed Asia & Oceania,2013,8,8,5,1,2,6,1.0,0.625,0.125,0.25,0.75,2.744344676224808,2.424665203638221,-1.4915972905636092,-0.5113996473745441,0.38107839023781565,0.5635936550685793,0.05532795469360504,0.9446720453063949
DevelopedAsia_Oceania,Developed Asia & Oceania,2014,8,7,4,2,1,6,0.875,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,1.8052428392987803,2.0431818002495827,-1.6334316246422753,-2.4000281656842426,0.9244260034193882,0.04376817819658966,0.03180581838402218,0.9681941816159778
DevelopedAsia_Oceania,Developed Asia & Oceania,2015,8,7,4,2,1,6,0.875,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.8571428571428571,1.409535966269404,1.600544966223283,-1.2994123935205444,-0.38728529695721825,0.7155109968240876,0.24799205831335552,0.0364969448625569,0.963503055137443
DevelopedAsia_Oceania,Developed Asia & Oceania,2016,8,7,4,3,0,7,0.875,0.5714285714285714,0.42857142857142855,0.0,1.0,1.7988969189127135,1.5445444052549329,-1.4329116352673519,-0.2672481895946377,0.6388257122678164,0.36117428773218363,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2017,8,8,4,1,3,5,1.0,0.5,0.125,0.375,0.625,3.3886019528382216,2.6724477411198877,1.9772401311144465,0.6101779369244609,0.7287446472911667,0.2232670827735634,0.04798826993526989,0.9520117300647302
DevelopedAsia_Oceania,Developed Asia & Oceania,2018,8,8,7,1,0,8,1.0,0.875,0.125,0.0,1.0,2.2699091988022473,2.023268882395901,-6.175249855021173,-3.737310381085029,0.7766877725747522,0.22331222742524784,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2019,8,5,2,1,2,3,0.625,0.4,0.2,0.4,0.6,1.0882409789667058,0.8826430075790315,0.004000698207144993,0.9154325125132923,0.7969379169978447,0.09303420401722302,0.11002787898493235,0.8899721210150676
DevelopedAsia_Oceania,Developed Asia & Oceania,2020,8,0,0,0,0,0,0.0,,,,,,,,,,,,
DevelopedAsia_Oceania,Developed Asia & Oceania,2021,8,8,4,4,0,8,1.0,0.5,0.5,0.0,1.0,8.309063630371515,6.088630485950464,0.44826649264466667,1.0989272858523413,0.17589881580873362,0.8241011841912663,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2022,8,6,5,1,0,6,0.75,0.8333333333333334,0.16666666666666666,0.0,1.0,2.616386231701917,2.9189364466321255,-2.716159586472052,-2.6547571344008647,0.9575717063412833,0.042428293658716754,0.0,1.0
DevelopedAsia_Oceania,Developed Asia & Oceania,2023,8,5,4,0,1,4,0.625,0.8,0.0,0.2,0.8,16.022012844002912,1.504341425294231,-1.4217814552740937,-2.552098730585717,0.9647294235438054,0.0,0.03527057645619463,0.9647294235438054
