Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31143.1615046334,29642.3199056721,28161.9557223134,26518.2460901533,26587.1507935057,27619.5190355779,28871.2296369485,31140.7043097433,31800.3790054979,32938.6592135008,34113.8334027285,36790.1209900717,38084.5022003398,39620.3387714274,40054.3399679173,40528.1938997392,41322.0723316534,40789.1781297264,37775.1438845998,35604.4007343193,36277.2814831059,37637.5045137987,36206.9954432018,35684.1861967511,37300.6419409868,38654.95287916,40085.0394278177,39361.0807539996,39242.1633307803,39346.2935180487,34536.666145207,36929.0364995869,39780.4152991834,40227.2524257376,41034.5266723078
Andorra,AND,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,52597,56667,60200,63272,64612,63912,63984,64700,65382,65710,65685,65852,66506,69486,74325,77421,79585,81877,83495,83888,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705,80856,81938
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2675.05239370666,2612.33170523819,2380.58274213388,1752.72318662558,1719.54294465223,1912.51777523397,2099.35045384819,2176.87757986492,2203.98692701325,2179.06426975438,2172.46326720494,2189.17352158246,2404.97792071531,2403.40415157038,2583.32411461288,2843.3966357968,3065.05576243895,3336.36332465208,3559.19522512236,3494.80724466172,3540.79159568381,3528.16824373399,3682.35229322763,3716.29718727282,3746.81619978613,3641.72893919944,3454.03317187119,3328.8982124109,3196.79006983557,3083.97534427357,2864.16146036893,2832.81777132286,2860.90251922246,2809.15727975557,2845.47779302975
Angola,AGO,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,0.965977313621804,0.979787215550443,0.975473352891632,0.946571467439923,0.867222993556716,0.945540869348394,1.10640250320144,1.11880886302453,1.12382638592501,1.15090505759312,1.0195821898899,0.966865641126569,0.918500488726172,0.965781216283453,0.951069768682142,0.810676972733782,0.815392081219552,0.820841250748789,0.88603761448524,0.940848252177258,0.976178185498281,0.976536306021153,0.981682218580684,1.09052642360471,1.13720270585859,1.17503861630089,1.07167614647808,0.92592191412033,0.824809795011719,0.833846270553112,0.613970253682297,0.740292552255736,0.748810952279567,0.743838637301548,0.741712294740973
Angola,AGO,"Population, total",SP.POP.TOTL,11626360,12023529,12423712,12827135,13249764,13699778,14170973,14660413,15159370,15667235,16194869,16747208,17327699,17943712,18600423,19291161,20015279,20778561,21578655,22414773,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906,37885849
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13166.5241173582,13385.0114363295,13326.2728796496,13776.8264136781,14420.4693979194,13519.5287711166,14117.8679127333,14588.3079841576,14991.7802610684,15282.9733985907,15961.0918359058,15003.4389169034,14968.0703013883,15703.9347145491,16433.4130541483,17301.2134317518,19259.6486517907,20770.2689732844,20464.786306605,17746.700856041,16135.397384487,15633.9091131821,15989.3900199779,15748.1952024226,15967.284996712,16077.6340769406,16635.895232831,16992.9327495236,18042.1596435727,18525.2588907167,14950.8942397208,16084.7214406048,17456.8722243104,17789.4058123944,18350.185036972
Antigua and Barbuda,ATG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.60045032188501,2.59832457759477,2.57437426246817,2.4654275999817,2.63453166374938,2.70131546143806,2.62454749181176,2.72050441219934,2.73297243550793,2.72174408818179,1.81145877829987,1.74315424154386,1.94854086613356,2.10184376765446,2.11384799095517,2.16678599690997,2.43412237606074,2.62655439146186,2.78729255113856,3.16847445142742,3.26887013595874,2.46490293286383,2.59912903965162,2.95012718023256,3.15101672956683,3.25470590209039,3.50009447698652,3.06406685236769,3.15861249807536,3.74983582154897,3.54941968076998,3.58964363447357,3.69452822059457,3.68747053024133,3.79857526767052
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,63066,63387,64404,65587,66843,68189,69612,71053,72412,73666,74912,76069,77032,77884,78719,79611,80604,81704,82912,84173,85320,86332,87260,88064,88765,89409,89969,90468,90926,91364,91846,92349,92840,93316,93772
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8115.09386370753,8729.82318518892,9293.18692251748,9920.67358582437,10359.8927204871,9934.10776139515,10352.1400002191,11056.6881331002,11348.2022124673,10838.3199346387,10631.6503639029,10051.9448463043,8861.56199282278,9545.53194119994,10302.4465316428,11099.7509190602,11870.2791559298,12811.9021206578,13197.3570267029,12285.3784651865,13387.1553748458,14040.6189124444,13754.4254235596,13946.0950832252,13456.1319159151,13679.6264980954,13265.8860639123,13520.1129846159,13058.3285449954,12706.3978108968,11393.0505957877,12549.2811699342,13276.8232110189,12993.0928872416,12774.3506596628
Argentina,ARG,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,3.05886258479045,3.17787739103362,3.19131030716968,3.25852259426388,3.31354326554348,3.31576942357033,3.56458686347583,3.64279129140369,3.79486518244647,3.80302240416156,3.67485781688948,3.49042420795313,3.26103662726385,3.51848864736106,3.85579719412006,3.91742679391727,4.1027920897206,4.32534235715168,4.43359004127929,4.03429401041948,4.2945461050427,4.42921822947444,4.47886128746974,4.53658672333476,4.41674615124171,4.51258701954955,4.4223010437306,4.32102910494897,4.25075806940885,4.07504069344001,3.72002854932287,4.09769704597303,4.2953116708492,4.16990486776205,4.01066531653131
Argentina,ARG,"Population, total",SP.POP.TOTL,32755901,33230294,33693527,34152717,34613491,35070020,35513793,35947791,36372860,36794682,37213984,37624825,38029349,38424282,38815916,39216789,39622115,40016763,40424148,40854831,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,45696159
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1644.02214502158,1426.82791357144,840.205259177402,792.567859246381,857.394474812969,932.357829471807,995.728275319872,1039.0798243009,1128.09888845227,1180.45341995952,1229.21510436102,1351.12072694555,1535.20452885187,1759.64684829386,1955.22262459229,2240.09273209788,2551.43546358452,2919.3734936373,3141.33193500774,2716.97436280471,2796.08143428043,2943.83687119315,3159.75860786889,3266.29882999873,3393.09252326884,3512.39350276709,3533.88503607007,3815.3747426037,4027.83393010979,4343.45839583019,4032.09043454955,4264.79961505187,4791.00481712183,5197.23509013575,5378.31799981682
