Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,5.8680866,..,5.6906113,..,5.7519961,..,10.5298896,10.3501355,28.8607414,24.2996488,19.7251611,20.3667652,18.9072348,21.0312529,20.5072949,20.1457819,22.1784637,22.155125,21.6960634,22.7349885,23.7741041,23.2985617,19.6224247,19.1785042,17.960381,18.1708567,13.1405332,10.6546599,13.7358099,..
Afghanistan,AFG,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,15.5938597,..,16.0810152,..,16.2136276,..,21.2667545,23.9640933,29.536868,29.3697382,31.3320058,31.0526214,30.165613,30.9841892,32.3322182,32.194518,35.0839368,34.6366704,36.2007127,38.0317131,33.399475,32.5233931,34.3129099,34.7350241,34.3181413,32.6259609,32.4204451,32.3008157,30.5994864,..
Afghanistan,AFG,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,23.9701623,..,24.0885444,..,24.0051086,..,22.822007,22.8117202,26.9097642,26.6313036,25.3014687,25.3059418,23.4034827,25.1604511,25.1356401,23.8258196,24.547485,27.6685806,28.7803146,28.6914007,29.7699576,29.511933,28.27664,28.4439091,28.4695599,27.3576848,24.9753672,24.3193623,23.6535886,..
Albania,ALB,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,32.4784433,..,32.3625355,..,29.7698194,..,38.563708,38.4349672,42.591527,37.7696667,39.3747666,41.2841189,41.9592911,45.7016855,45.5763318,46.4976012,44.742022,44.410272,52.8982848,54.9095937,55.1796244,56.3191004,56.5605037,51.85865,51.704282,53.5111467,55.0925288,57.0459179,57.4136957,..
Albania,ALB,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,42.4033948,..,40.1966702,..,43.2522347,..,48.0407771,48.2980674,50.3227992,49.2536577,52.7909571,54.7537972,55.4656418,56.8762329,56.5557829,55.7116728,53.5446213,53.854301,55.7544291,55.5631739,55.8766261,56.6059076,56.6600998,56.309621,54.5543139,54.7847817,55.1084617,55.8603547,57.0035209,..
Albania,ALB,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,50.1733565,..,41.9594692,..,40.2803672,..,43.9830125,43.9254203,48.1099326,45.5331633,46.4330869,47.9213721,48.8299751,49.9817067,51.4950783,51.8141424,50.0421215,48.6825327,52.2072847,53.0614416,53.4166241,53.4236323,53.9639778,51.9490278,52.5460654,53.4957451,54.7107003,54.3312817,54.925199,..
Algeria,DZA,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,36.7835535,..,36.1246015,..,30.3157122,..,37.3724856,34.5850843,38.1033202,38.0264522,37.0497518,36.7240995,37.2559537,37.761123,39.6206596,37.2941554,38.5167643,40.6276868,45.2110876,44.4268928,43.0877306,41.1681878,45.716986,45.1981709,46.1037431,42.3162152,46.1462983,44.4269433,46.4563079,..
Algeria,DZA,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,40.6874311,..,39.5489711,..,41.8220965,..,43.8663676,43.6823971,45.2558833,45.015273,46.7686338,47.9190864,45.9314506,42.6888102,39.5704313,36.9654784,37.7034704,42.2604584,38.6433809,40.4991062,40.280713,39.9443843,38.4567671,37.0539655,37.8133673,39.5329048,41.0115322,42.4720793,42.9924826,..
Algeria,DZA,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,40.6857636,..,38.0153612,..,35.7892668,..,46.0446723,46.0472143,46.1178298,44.1696849,43.6743936,44.3086872,43.9828748,43.2082159,43.7110076,42.6235821,42.8471043,44.6601039,42.5745539,41.863492,42.1532807,42.0323238,42.2739483,42.4090971,43.6316749,43.9649172,43.223943,44.3500497,44.9726847,..
American Samoa,ASM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.0871189,45.5295067,45.4722208,55.597945,55.6655169,55.9014565,55.9462322,55.9198894,55.9265237,55.9339338,66.2726692,66.2174152,66.236622,66.2428596,66.2771005,66.3104743,66.2151577,66.2717223,66.2632058,66.2931807,66.2614695,..
American Samoa,ASM,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.4006331,64.0077334,63.9479992,64.0520006,64.0058755,63.9440847,63.9464709,63.9634,63.7784327,63.7510173,57.1544045,57.3289815,57.3698043,53.6784118,53.6961704,53.744319,61.1315136,61.0985387,61.0106572,61.0200207,61.0412254,..
American Samoa,ASM,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.3475883,74.9283458,74.8830559,74.9723381,74.8898059,74.7901749,74.760748,75.0109727,74.9156409,74.7025552,79.6888264,79.7837313,79.7993741,79.7610924,79.7988389,80.5861133,77.6519861,77.5397482,77.4707384,77.451965,75.6655388,..
Andorra,AND,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,40.2507295,..,29.6492198,..,29.6774797,..,27.4225159,22.987123,21.5583861,21.373211,22.32086,23.8657146,25.6001193,30.0018643,32.8394682,31.706399,31.523145,31.3397218,33.062878,33.1054157,32.8806234,32.5164175,32.3152788,33.6134335,31.5783465,33.1661374,35.1519358,35.2271686,36.0732109,..
Angola,AGO,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,28.7646677,..,28.9262601,..,26.3701434,..,29.5268042,28.9378584,32.3237569,32.6379535,37.5560739,37.9478013,37.7987156,37.9485552,37.7498069,37.3717328,38.501282,37.5461789,38.6632529,37.6641444,36.2458363,36.2526969,38.1066148,39.15311,38.47815,41.4788741,41.2696867,40.6000338,42.6711683,..
Angola,AGO,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,29.9402231,..,31.7912377,..,31.780228,..,31.2146843,28.1348152,31.9419501,33.571296,34.1374145,34.0577307,35.3923966,35.799459,35.654526,34.4471624,33.8355285,33.5138518,34.501297,34.4422729,34.095534,34.0451221,37.851326,38.8595978,40.6575036,38.0671258,36.9565122,36.4075028,36.8326485,..
Antigua and Barbuda,ATG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,66.1026449,..,65.9251677,..,65.9865524,..,65.9914368,65.7415403,61.2605298,62.5957623,62.5515349,62.6184185,62.6705848,62.8527383,65.9853236,65.9589828,65.9656171,65.9730272,52.8872095,59.5246902,59.543897,46.1646729,46.1989138,46.2322895,39.444246,39.5008106,49.5362212,59.7249052,59.7008199,..
Antigua and Barbuda,ATG,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,63.2098573,..,63.6970128,..,63.8296268,..,64.0289113,64.0302061,58.6141978,60.3479563,60.3048262,60.3799171,60.3466142,60.302,63.9464709,63.9634,63.7784327,63.7510173,60.8889965,58.1167608,58.1375886,58.3079325,62.5055435,63.9907886,63.9489596,63.7642889,62.1881673,64.6708822,64.8713859,..
Antigua and Barbuda,ATG,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,73.8184998,..,73.6637274,..,73.5619451,..,73.6898688,73.6354382,69.9170709,70.4472707,72.8122399,72.8608309,72.8159144,72.7616921,74.6010395,74.7450639,74.6901927,74.5675441,66.4860226,72.6159846,72.5767958,68.2494243,66.9759872,67.1106007,67.1187809,66.717966,67.6358473,67.6096233,67.3216504,..
Argentina,ARG,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,55.2187322,..,52.6190687,..,51.5501317,..,46.9605983,48.6985184,50.8770497,51.6000173,52.3494326,51.3571012,49.9591637,50.2033942,51.4811813,52.7352059,51.3675738,51.0243674,54.804979,53.6485129,58.0051769,57.0891516,56.3521358,56.4534275,54.2362181,53.5291966,53.451823,52.5357627,54.9132764,..
Argentina,ARG,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,58.5718042,..,60.3101507,..,53.239285,..,39.801541,41.5139577,44.2792775,45.4244546,44.7357088,44.6555821,44.4005771,42.562172,42.9114711,43.713093,41.598513,41.6864639,38.8903487,42.2878376,50.8772845,52.9645137,51.8641165,47.779716,46.2329181,45.651899,45.7273179,46.8743591,51.156098,..
Argentina,ARG,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,59.1912023,..,57.552511,..,54.2014803,..,43.1122576,43.4863271,45.5973455,49.8602405,49.307727,48.970392,45.2921687,46.1129127,48.0659438,48.9013186,48.0993618,47.0542246,44.4013496,48.9217959,52.8928335,53.9957849,53.4845358,51.145331,51.9641457,51.7343949,51.9503978,52.8724561,52.6382821,..
Armenia,ARM,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,46.0244582,..,38.9189677,..,38.8002386,..,45.5903626,45.4616199,47.5367285,46.9984227,46.6745943,44.2327773,45.5087366,50.5537618,48.5546988,51.1194758,51.9498386,52.6967611,48.7616298,48.5715237,49.2870403,51.1345469,47.9754653,46.417589,44.7767568,44.4308943,44.9105336,48.1625284,44.2622836,..
Armenia,ARM,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,42.7566052,..,42.4059435,..,43.4051103,..,53.9744745,57.6659868,57.7715765,56.7649246,58.3453487,58.7070504,61.0368078,61.3069817,60.9259947,60.714175,61.2996669,60.2906651,56.8089899,58.2205668,58.6871784,59.0556225,59.3615549,58.9376649,58.1448229,57.9730706,56.0981042,56.383805,57.0391218,..
Armenia,ARM,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,52.4348395,..,55.2619023,..,49.3195662,..,51.0312688,51.066654,52.7125996,51.233276,49.0585642,50.2424196,51.200987,49.5077653,49.3702535,50.3047396,50.8150232,51.7673172,49.8307482,50.1436904,51.6628534,51.4692278,53.2014077,52.6966642,55.6708338,55.194753,52.8574311,53.3368421,54.5140043,..
Aruba,ABW,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.7456317,75.6467849,75.5894989,75.6761298,75.7437017,78.5303953,70.8310747,70.8150237,70.8190661,70.823581,64.8884981,64.8548269,64.8665322,64.8703335,68.9696501,68.9899885,68.9319034,68.9663738,70.9492691,64.1272277,64.1110309,..
Aruba,ABW,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.5858702,72.4105571,72.3508228,72.4548243,72.4086992,78.0211485,78.0222415,78.0299915,77.9453037,77.9327513,74.4849705,76.2748091,76.2934998,74.8303646,70.3897634,70.4118087,70.3742727,70.3591763,70.3189387,70.3232253,70.3329342,..
Aruba,ABW,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.4120272,70.5375288,70.4922389,70.5815211,70.4989889,81.3423103,81.3331748,80.1576373,80.1280418,80.0618924,74.3400737,79.2160346,79.2208914,79.2090057,79.2207245,79.2192254,79.2321662,77.9330971,77.9707954,77.9639129,77.9628011,..
Australia,AUS,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,82.473312,..,83.7092342,..,86.1317472,..,88.7195809,89.0516829,86.1267675,86.4053109,85.5303708,85.3140561,85.0644202,83.4351669,84.6485281,84.4677746,84.4838431,82.8811134,86.2376023,83.9328327,82.934005,83.3122495,84.8771645,83.7468389,82.5570088,84.4436776,85.7080678,85.9860939,86.5155896,..
Australia,AUS,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,69.4978249,..,74.6269921,..,80.5507093,..,79.5688027,82.4177616,84.5128293,83.2876044,83.51855,83.6322225,84.0628643,82.741489,81.4290591,83.8768988,85.3016826,84.5216155,82.4143865,82.3013543,83.4731725,83.6562582,83.6957403,83.9863619,82.7534122,83.0307116,83.2556593,83.4581518,82.026233,..
Australia,AUS,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,86.05236,..,86.6977201,..,87.8791574,..,87.153444,88.2136767,86.7015821,86.5280879,86.8696636,86.7401135,86.5195084,86.1796314,84.4552308,84.0752684,85.1023997,85.1158602,86.779581,86.5290001,86.7190682,84.9097362,85.1195657,85.091495,83.678109,83.9886779,82.2979363,82.8355625,82.2713526,..
Austria,AUT,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,86.1008992,..,85.9133791,..,89.7383523,..,89.4993173,87.5499531,86.4791262,87.9259188,85.8292099,85.8374347,84.9775249,83.0126094,85.3867651,81.7606984,80.9035185,81.9429919,84.2574778,82.4687154,83.5831747,82.719903,82.5356457,85.421111,88.4396396,86.6567707,85.1211403,82.0436925,80.788653,..
Austria,AUT,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,76.2414762,..,75.5095718,..,80.0015484,..,82.2728317,81.8723007,80.7169338,82.5203531,83.3648496,83.713857,81.4005728,79.8114492,80.5730385,79.3288421,78.9805335,77.2170032,75.6611857,75.0857528,76.8100422,77.262734,79.0042947,79.4483832,78.1052433,77.7026825,76.9614999,77.1335739,76.1709511,..
Austria,AUT,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,88.6506495,..,87.9937445,..,89.6627886,..,89.8621282,89.0738315,88.1478853,88.2737678,90.0017259,90.4489236,90.0080973,87.7527775,87.3213585,85.6806931,86.2674662,86.8649565,87.5290865,87.6278381,87.8449477,87.4945068,87.9258414,88.1128925,87.0508768,86.5103437,85.2240691,85.4952977,85.839794,..
Azerbaijan,AZE,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,24.8609548,..,25.0275512,..,24.4112555,..,28.309696,28.2129153,30.5540511,33.7592889,34.551275,35.6019929,35.3498798,37.2240986,34.6235951,35.8656752,35.6234046,39.5491523,43.0677538,44.4626386,48.8845413,48.7051372,48.3097216,50.2593949,50.2315219,50.2323191,50.2836338,52.6166207,54.5704861,..
Azerbaijan,AZE,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,34.7555617,..,37.1944967,..,41.2495104,..,42.5334728,44.8391157,45.056419,46.3108652,47.161828,47.7714202,48.927112,49.6162459,47.5533298,47.8930494,47.1444037,48.7124189,50.4938481,50.7335643,51.4454594,51.9392436,51.7004974,53.2144403,53.1975112,53.9246857,53.9065375,55.5445036,56.9902493,..
Azerbaijan,AZE,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,35.9860988,..,39.6519321,..,38.0632035,..,42.3471076,42.4832425,44.1216688,44.5051835,43.86467,44.6425525,43.9926746,43.7580152,43.4121524,43.8740171,44.0289324,45.5105984,45.8142778,44.8247484,45.3777696,44.6973496,45.7200216,45.389645,46.3248918,46.4905311,47.5250716,48.0829806,48.6111324,..
"Bahamas, The",BHS,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,73.6278656,..,73.5119579,..,73.5520476,..,73.5552364,73.3920311,69.3273559,73.3046185,73.2672044,73.3237826,73.3679127,70.3370819,70.3576945,70.3455692,70.3486239,70.3520344,65.8683095,65.8428728,65.8517159,65.8545859,65.8703491,65.8857138,62.7607215,62.7867628,65.1327908,65.1448344,65.1320947,..
"Bahamas, The",BHS,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,63.581372,..,70.270328,..,71.8728021,..,76.1114187,74.5820924,71.8362345,74.5698175,73.4457726,73.5025844,73.477388,66.7920153,64.9346372,64.0111669,63.9498129,61.7920617,60.4896673,57.7939845,58.3069374,55.9931706,57.0956828,54.8000153,54.6825419,54.5414492,53.8042378,53.3768433,53.1711824,..
"Bahamas, The",BHS,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,78.4620922,..,78.3926539,..,78.3469887,..,81.9194798,81.8950595,81.2615421,83.3432025,78.309953,80.8818241,79.6198648,72.7429152,72.0120885,70.5279648,68.2085592,68.170262,65.2027133,65.344786,64.6317775,63.4532161,63.5294406,63.4525432,62.372248,62.9625131,61.647106,61.7223546,61.2845195,..
Bahrain,BHR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,60.5301346,..,60.4484289,..,60.4766888,..,58.7686542,58.6864137,58.6760131,56.5824852,56.7433553,58.116667,57.1781236,58.5058682,59.1084209,59.7662121,57.8638325,58.3192076,59.6177453,60.0496495,59.5585616,59.5605585,59.4713513,59.8219367,59.5184622,65.3073437,65.5298844,65.5836257,63.0118001,..
Bahrain,BHR,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,59.0916949,..,63.1534429,..,63.8601729,..,67.509279,67.7060322,67.9425578,67.8679558,67.7495045,69.5994733,67.6029612,67.9439819,68.7670798,69.0600008,67.5311823,67.794789,64.7452019,66.4860355,63.28286,62.6880582,62.6920421,63.0678924,63.6219613,67.424547,68.5806994,69.2086259,69.8494802,..
Bahrain,BHR,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,59.1158538,..,62.2223066,..,62.1964028,..,63.2466274,61.1093438,64.599874,61.9216872,59.9911867,61.1457857,60.9878035,60.3480163,58.7033098,56.5276394,54.5957001,54.8428905,54.7085851,57.1693938,56.5684288,56.491077,55.979506,57.0917701,55.0650515,57.2928772,57.5304021,59.1319114,59.8550294,..
Bangladesh,BGD,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,35.5680728,..,40.746272,..,34.4032107,..,34.7292111,30.5957177,33.7230881,33.9449443,32.9859828,34.3692692,34.9122454,35.5014129,35.6476611,35.060823,35.8085681,36.2926406,38.018204,38.610465,40.9618614,40.1951079,39.2969731,39.7312669,37.3141497,40.3760073,39.2181042,40.5013434,39.305124,..
Bangladesh,BGD,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,36.5772712,..,36.7134321,..,36.0890873,..,37.1644348,38.0392519,37.2411518,39.3810307,41.0777154,41.1853443,41.2477676,42.1620511,41.663854,41.818335,39.4260092,39.8878863,40.7237543,42.6114025,42.8886546,43.1432085,42.4744798,40.8335313,40.7595081,41.1231008,40.2892485,40.654144,39.8788257,..
Bangladesh,BGD,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,41.1264677,..,41.0756445,..,37.7262059,..,37.6220828,36.6971882,39.1175381,40.5844201,39.5658941,41.746127,42.6820072,42.8249593,42.3740888,44.9199804,39.9471869,40.1856326,42.3036437,42.2164095,41.3564922,41.0567713,41.3093968,40.7531366,41.5281449,40.1857393,40.2076588,41.4402154,40.4414129,..
Barbados,BRB,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,66.1026449,..,65.9251677,..,65.9865524,..,65.9914368,65.7415403,63.0358835,77.4415146,78.8169418,77.1456,81.0790533,76.9759334,75.124993,76.15042,76.4337875,74.8551722,73.9918285,73.9657327,70.3579881,70.3609339,70.3771055,66.4876637,63.2123108,64.223219,65.0933078,63.1085653,63.0957497,..
Barbados,BRB,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,76.6008296,..,76.95313,..,77.0490312,..,74.3033594,74.3042946,68.7853967,74.7858955,71.0042195,72.8838022,72.2740081,66.9776765,64.7518969,66.8110199,65.649051,65.722019,60.6070272,64.0074133,63.3748484,61.9449799,61.5208185,60.5560445,61.1944022,62.371663,61.2337061,61.632753,61.8101531,..
Barbados,BRB,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,70.3327404,..,76.5123673,..,82.7181717,..,82.781366,82.7544777,80.7071389,82.9930353,80.6053841,81.9640125,82.6444497,77.1244763,77.5103282,77.8417737,77.0754981,76.4214535,75.1828388,75.6710909,75.0136834,73.4907581,71.1218064,70.4681921,69.0957538,69.0305476,69.3037055,69.6027794,69.4902317,..
Belarus,BLR,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,35.9853648,..,32.3625355,..,25.8861797,..,23.851921,23.7231802,26.8415363,26.3029681,32.0717424,32.1221122,30.9659532,30.9609114,30.823205,30.5863126,30.45526,31.842233,42.0231841,44.8438484,44.9504697,47.4233446,46.8691706,46.6988759,39.3477492,38.0691396,39.7338355,39.7439464,37.6995982,..
Belarus,BLR,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,35.9588659,..,28.5660866,..,27.6744556,..,30.9999007,32.0395606,35.6915624,35.0729489,29.4471207,30.6447898,35.6372882,36.0089859,36.3941539,33.850831,38.6196465,38.5295412,40.7523794,39.0507961,40.4435324,40.9573889,42.4297946,46.856785,44.0894827,42.336188,37.8914926,36.3281553,35.4281591,..
Belarus,BLR,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,48.2311562,..,43.7244974,..,40.2973662,..,41.0078894,40.96773,43.9872584,40.995126,36.9731705,38.343256,39.8984978,40.4816808,40.4941172,39.7909533,44.261523,42.812602,44.1044546,44.3716577,44.7038845,43.8855276,44.3481599,43.2953313,42.1598706,38.5964857,37.0150252,36.0445721,35.7852241,..
Belgium,BEL,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,83.9666964,..,83.1285988,..,86.0266036,..,88.9900064,84.5421946,83.2374328,84.3748088,81.0520455,80.7495277,81.5168043,85.2630058,83.601141,86.262061,86.366277,86.6440446,81.4454661,81.0024536,77.6297152,73.7080936,75.2725459,73.128901,74.0821421,75.2230161,76.8196093,73.9850756,74.5710173,..
Belgium,BEL,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,71.7106735,..,71.8630633,..,74.5068864,..,78.4345206,78.5240739,76.6997905,77.1429043,77.7903685,77.9660353,74.4578294,73.3354878,72.7047288,71.6444808,72.2228614,72.5424834,69.6027695,73.4163905,75.7427933,74.9044429,74.8669275,75.1924417,75.7413392,76.8702874,77.0684112,75.2301559,74.4753152,..
Belgium,BEL,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,81.0445186,..,77.5873203,..,79.9304543,..,79.3832968,79.5452461,78.3346538,79.1231742,77.9018855,80.3415509,79.6173899,78.0940034,78.1627189,78.8038761,79.5766143,79.9228351,80.3729449,81.4930554,81.7003652,80.6729877,81.4169961,81.9087179,81.977454,81.1494075,80.0237604,78.8566854,79.0425834,..
Belize,BLZ,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,46.0244582,..,45.8469829,..,45.9083676,..,45.913252,45.6633535,43.7151755,42.0754671,42.2112195,41.2414626,41.1571066,41.2555711,45.9600421,46.123053,46.125709,46.1286742,42.843992,43.6770108,43.3169037,43.3199875,43.6589881,44.0054261,43.9561997,43.9854124,48.5929432,50.0916047,48.8303528,..
Belize,BLZ,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,59.5320282,..,59.884327,..,59.1160128,..,59.2601305,59.2610673,53.5487376,56.0113661,50.8117921,50.8470239,51.0364023,50.9744696,51.7293828,50.3489687,49.6909361,49.6826719,46.1329588,46.9180207,47.5300213,46.3533645,44.4053385,45.7954221,45.7744666,45.2938499,45.1243181,47.0872812,47.7644224,..
Belize,BLZ,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,63.5775996,..,56.4733913,..,63.4354168,..,60.0972494,61.9298245,58.1645614,62.5752843,59.1114737,58.6310662,57.5158367,55.0581878,55.4140071,51.6729372,51.2701275,51.2337045,45.9786366,46.4007377,46.9291631,47.6390719,46.797157,47.304396,48.0015344,47.883395,49.4412769,50.0681492,50.1294796,..
Benin,BEN,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,35.9853648,..,35.8078895,..,35.8692743,..,38.9798197,38.8000656,42.6625249,39.4135419,37.8629513,39.5939708,40.9814785,42.3719379,41.965764,42.6538004,41.5909397,41.2327711,42.6469716,40.8204781,41.7194491,42.2673155,44.2934018,45.2472224,47.6695739,47.4149409,47.1616961,47.1334148,47.7351469,..
Benin,BEN,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,50.5655182,..,50.917817,..,51.0137199,..,46.0939609,46.094486,45.2739053,47.1870733,47.2911994,47.5015349,46.4133747,48.3486952,48.2460327,47.5724795,46.3197256,45.8641918,46.0716774,46.3710647,47.4753859,47.65019,47.7352989,47.1388853,47.9807811,48.8810138,50.352593,51.1412381,50.4899699,..
Benin,BEN,Rule of Law - Governance score (0-100),GOV_WGI_RL_SC,..,..,..,..,..,..,58.4715987,..,58.3120038,..,52.0702996,..,50.2359054,48.847592,50.3164102,50.0116035,51.9340511,52.5014346,50.9611954,49.9557444,50.1922728,49.2023682,49.6069557,48.5407458,48.7295248,49.8100954,50.3226577,50.253937,49.5306211,50.1605655,50.1930266,50.3349168,48.902081,50.236747,49.8656515,..
Bermuda,BMU,Government Effectiveness - Governance score (0-100),GOV_WGI_GE_SC,..,..,..,..,..,..,66.1026449,..,65.9251677,..,65.9865524,..,65.9914368,65.7415403,63.8781907,65.6076935,65.5504056,65.6370384,65.7046083,65.9405498,65.9853236,65.9589828,65.9656171,65.9730272,79.658129,79.6028749,79.6220817,79.6283194,79.6625603,79.695934,79.6006175,79.6571821,74.9510215,80.0567528,80.0326675,..
Bermuda,BMU,Regulatory Quality - Governance score (0-100),GOV_WGI_RQ_SC,..,..,..,..,..,..,77.2145681,..,77.7017236,..,77.834336,..,78.0336221,78.0349154,73.1496926,78.0124443,77.9527084,78.0567115,78.0105864,77.948794,77.9511817,77.9681092,77.7831436,77.7557281,64.6235806,64.7981576,68.5735707,68.6167623,68.634521,68.6826695,68.6006897,68.5677148,68.4798333,64.7546064,64.7758095,..
